Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,CO2 Emissions,Renewable Energy Jobs,Renewable Energy Targets,Electricity Prices,Proportion of Energy from Renewables
Japan,2017,Wind,67123.68,6531.47,960526355.16,407476.03,86131.86,877881,1,0.48,84.19
Japan,2017,Wind,56029.23,45079.7,5625618232.6,830750.56,256558.82,54810,0,0.25,51.04
Japan,2018,Biomass,71383.32,10020.92,8366713640.4,232029.19,357781.5,574709,1,0.14,31.06
Japan,2018,Biomass,55723.88,12997.71,8205396869.56,855855.57,639927.6,907776,0,0.06,48.13
Japan,2018,Geothermal,14682.08,29368.7,5554029324.36,950055.24,638396.03,835178,1,0.2,37.31
Japan,2018,Geothermal,69442.18,35602.65,375974933.17,88734.23,276077.28,805552,0,0.25,84.16
Japan,2018,Geothermal,15564.32,19901.35,5423407610.55,585298.91,464598.08,314200,1,0.3,83.74
Japan,2018,Hydro,76002.04,40467.97,1040270273.94,346895.77,132880.13,116284,0,0.38,73.03
Japan,2018,Solar,44734.87,21916.66,4029472856.21,213536.44,946235.16,286513,0,0.19,23.19
Japan,2018,Solar,95840.68,49538.51,275859739.65,256959.84,451966.05,443197,1,0.07,57.78
Japan,2018,Wind,50591.53,41424.99,9116574990.12,817064.88,632662.28,319357,0,0.46,37.74
Japan,2018,Wind,54542.48,31999.21,7440496478.99,933242.19,167642.68,930953,1,0.37,25.03
Japan,2018,Wind,23512.87,16067.28,4915253595.62,332308.67,1550.81,176675,0,0.1,35.91
Japan,2018,Wind,40307.35,41501.74,8188065842.92,270003.87,537568.22,485022,0,0.06,35.53
Japan,2019,Geothermal,1543.6,36025.85,8547974796.47,92736.07,528216.82,969458,1,0.11,19.32
Japan,2019,Geothermal,41906.81,27395.09,4344845183.21,740838.53,765114.2,123854,1,0.46,61.34
Japan,2019,Hydro,86163.32,26868.53,6372940972.0,697602.41,284316.22,294853,1,0.06,20.78
Japan,2019,Solar,35054.88,26586.42,7489262789.89,358067.97,331660.83,90622,1,0.16,9.13
Japan,2019,Solar,90911.14,35764.94,1260784629.72,438613.25,189075.7,957443,0,0.3,43.67
Japan,2019,Solar,54352.92,28502.72,426481829.89,187831.75,620963.56,774207,1,0.37,94.26
Japan,2019,Wind,95278.05,12936.64,6392790392.94,862419.44,713336.68,290716,1,0.42,11.81
Japan,2020,Biomass,75925.16,45992.52,1998962655.44,338864.47,213342.21,697104,0,0.38,13.79
Japan,2020,Biomass,16859.77,8750.28,5634665614.06,666058.11,549628.95,597944,0,0.14,59.14
Japan,2020,Geothermal,82295.65,22024.81,2458489048.08,468451.45,525288.67,212980,0,0.08,9.95
Japan,2020,Geothermal,41980.71,19808.06,5144289329.27,566973.02,974803.89,207287,0,0.29,91.4
Japan,2020,Geothermal,92400.69,20058.38,3591504170.41,614255.45,720752.95,836681,1,0.35,94.61
Japan,2020,Geothermal,5595.21,41658.01,4175307281.39,33445.15,803653.9,830875,0,0.44,20.14
Japan,2020,Hydro,92087.57,19929.69,1013757666.61,725265.99,65430.56,952058,0,0.26,66.8
Japan,2020,Hydro,59957.35,35215.17,12458092.36,475134.42,695237.12,478687,1,0.5,4.67
Japan,2020,Solar,4750.66,28693.97,1160267651.0,375490.34,556936.12,362392,1,0.31,87.93
Japan,2020,Wind,72541.3,2741.15,684374842.46,987583.22,451144.73,791163,0,0.46,80.82
Japan,2020,Wind,6601.44,23798.77,8458786955.4,42765.72,940968.03,434573,0,0.44,95.88
Japan,2020,Wind,5736.14,11957.93,5148660072.13,43298.05,769280.98,234509,0,0.48,48.52
Japan,2021,Hydro,70143.22,35846.27,1221313528.86,787206.07,821657.59,932707,0,0.36,12.27
Japan,2021,Solar,91964.22,46281.55,3906013518.06,368299.95,506357.25,965882,0,0.27,20.77
Japan,2021,Solar,68596.8,40351.03,7797068188.03,792521.57,506547.54,429477,0,0.07,73.49
Japan,2021,Solar,78743.6,28083.55,8619518538.52,609518.04,919590.95,75521,1,0.11,11.34
Japan,2022,Biomass,63005.17,25563.84,9104672097.21,871439.12,273959.52,117482,1,0.2,1.63
Japan,2022,Biomass,27138.62,14832.01,4808281674.29,415954.52,22332.07,618338,0,0.14,28.73
Japan,2022,Biomass,58568.55,10538.43,460371500.08,443253.02,746465.36,169116,0,0.14,36.86
Japan,2022,Geothermal,85439.75,36700.58,3780945249.41,440261.65,126857.88,243898,1,0.46,94.42
Japan,2022,Geothermal,93860.89,44244.81,2529292375.53,324485.06,519355.57,633494,0,0.39,59.06
Japan,2022,Hydro,47146.19,29106.29,8045717983.02,894909.76,19800.92,567964,1,0.15,15.21
Japan,2022,Hydro,64921.41,4846.61,2383288603.39,414466.2,868511.85,591256,0,0.37,96.83
Japan,2022,Hydro,42019.73,47672.61,4717472780.61,857007.64,290969.09,920536,1,0.39,77.43
Japan,2022,Hydro,96338.16,13640.23,4533886496.25,885736.89,478153.93,544529,1,0.2,32.99
Japan,2022,Solar,16315.65,23427.42,7510715682.25,707008.05,134921.53,774037,0,0.35,14.69
Japan,2023,Biomass,30490.63,31208.69,9137394913.78,881796.7,639473.92,474739,1,0.21,19.93
Japan,2023,Biomass,91360.18,39446.45,9127505890.67,443127.52,392543.51,892270,1,0.11,91.63
Japan,2023,Biomass,23550.62,24438.68,4040376275.82,897198.19,245494.3,447904,1,0.36,12.09
Japan,2023,Geothermal,4696.02,3446.24,9638803146.38,570924.93,448501.24,831442,1,0.07,19.05
Japan,2023,Hydro,14777.09,28986.54,1316801464.9,240448.87,991128.84,599552,1,0.07,2.38
Japan,2023,Hydro,54189.43,21331.96,95613210.98,516545.45,388361.45,272591,1,0.31,86.64
Japan,2023,Solar,31038.79,41579.35,6497451422.41,782740.26,548137.62,780614,0,0.23,70.91
Japan,2023,Solar,25154.54,25343.01,2569116817.52,832881.67,523207.09,908582,1,0.36,42.3
Japan,2023,Solar,40091.2,46650.09,5589552882.01,574873.7,790369.77,203477,0,0.09,29.42
Japan,2023,Wind,68205.55,43505.9,8700757846.91,917560.71,417404.89,616103,1,0.23,4.35
Japan,2023,Wind,14650.29,46214.57,6596105793.65,101676.37,250240.27,411234,1,0.1,75.84
Japan,2023,Wind,80865.43,46004.04,4830673756.13,193343.45,826568.17,786947,0,0.49,12.83
Russia,2000,Biomass,82302.76,27680.18,4276274673.9,314844.36,387030.46,993629,1,0.32,85.8
Russia,2000,Biomass,85582.34,38930.01,6617220519.15,819444.6,160229.27,839982,0,0.19,71.92
Russia,2000,Geothermal,38155.21,4115.67,3606111395.9,24477.44,604836.96,355064,0,0.21,78.2
Russia,2000,Hydro,67784.86,36888.01,3497791887.06,646107.21,438522.94,478783,0,0.22,59.76
Russia,2000,Solar,47030.79,48375.5,7283409893.56,505119.05,448503.06,159126,1,0.07,60.14
Russia,2000,Solar,89395.06,7750.5,7443016792.0,598794.36,184099.04,740942,0,0.49,2.22
Russia,2000,Solar,48596.82,15193.04,1214388106.54,792572.34,141473.17,42763,1,0.09,95.56
Russia,2000,Solar,33451.48,5745.14,6288311237.05,757282.4,522414.69,251754,0,0.41,57.27
Russia,2000,Wind,83003.67,623.67,2273877015.24,252141.05,452966.05,683138,1,0.31,10.64
Russia,2001,Hydro,27735.75,24500.66,1714155754.82,523022.61,645470.21,565251,1,0.49,72.94
Russia,2001,Solar,89203.75,9614.96,7919610746.73,429735.1,981797.76,458543,0,0.4,95.44
Russia,2001,Solar,42514.47,41521.58,1107618298.1,827884.34,600333.26,631774,1,0.35,98.89
Russia,2001,Wind,84376.68,11959.11,9080098590.55,896992.71,787376.96,195559,1,0.43,40.0
Russia,2001,Wind,20238.47,23233.74,5861318463.53,610934.58,120246.8,943170,0,0.45,23.02
Russia,2001,Wind,75137.58,25508.77,6632660234.47,463867.55,985120.74,564437,1,0.38,3.08
Russia,2001,Wind,11896.06,20069.33,2944701214.65,490108.27,360369.25,964459,0,0.08,18.75
Russia,2001,Wind,51655.03,26849.81,5956492634.15,760338.8,47464.57,872694,1,0.42,17.24
Russia,2001,Wind,93448.26,36213.9,525183097.93,921544.84,2010.41,417692,1,0.32,79.26
Russia,2002,Biomass,74049.5,32851.12,1276475119.58,379508.79,999390.5,832742,0,0.44,43.08
Russia,2002,Geothermal,24458.97,28793.11,6588567916.55,903651.2,310805.27,717144,1,0.49,46.88
Russia,2002,Geothermal,33683.26,6511.26,3247308952.64,807224.97,782294.09,246940,0,0.17,47.96
Russia,2002,Geothermal,87262.28,4456.36,117441210.88,286793.26,48274.99,628787,0,0.48,21.43
Russia,2002,Hydro,33626.29,31803.73,1124989723.49,899164.51,352790.06,340866,0,0.27,20.22
Russia,2002,Hydro,97323.33,12159.3,3898664849.36,940199.07,845562.01,801556,1,0.38,25.9
Russia,2002,Solar,92232.76,13825.92,483774920.41,557054.74,644875.82,172535,0,0.41,18.07
Russia,2002,Solar,44993.26,25146.84,571085489.83,318535.9,812895.06,196694,1,0.4,47.28
Russia,2002,Solar,73882.39,13779.81,9058742818.53,119947.12,65351.32,254994,1,0.5,35.58
Russia,2002,Solar,22135.62,29609.2,8568235930.25,188849.76,256853.9,756811,1,0.12,69.14
Russia,2002,Solar,66466.68,34398.47,4009920266.61,404606.34,818812.26,973477,0,0.13,78.73
Russia,2002,Wind,86579.82,17804.08,9946323795.09,335356.87,84461.2,842047,0,0.3,13.88
Russia,2002,Wind,67050.79,37519.85,4344490401.51,140530.81,352107.67,889541,0,0.11,90.72
Russia,2002,Wind,1791.62,31940.21,7152178090.98,442337.83,202470.67,811488,0,0.24,76.14
Russia,2002,Wind,70620.12,49454.02,2496521140.13,410463.23,940940.21,926025,0,0.26,4.24
Russia,2003,Biomass,11331.52,4187.95,8379081446.51,893879.93,460472.44,778519,1,0.06,32.77
Russia,2003,Biomass,37213.62,28389.41,3045793702.19,765278.54,689838.54,393217,1,0.4,12.71
Russia,2003,Hydro,2599.12,7388.73,2412227068.64,576158.04,224796.93,660964,1,0.14,45.61
Russia,2003,Hydro,21075.67,11060.37,7018267760.0,54091.09,657117.49,49626,0,0.29,73.23
Russia,2003,Solar,91773.05,29863.49,6295815360.17,269742.42,181108.04,58878,1,0.22,32.63
Russia,2003,Solar,39653.15,2901.54,1004534807.22,293578.24,241011.95,771172,1,0.42,88.09
Russia,2003,Wind,15344.98,36328.39,1352071928.21,999176.59,887539.75,756674,0,0.33,22.68
Russia,2003,Wind,53855.08,38166.8,3214713318.78,395146.07,823441.67,202018,1,0.41,28.3
Russia,2003,Wind,55537.55,33731.48,6740686168.4,329186.65,150962.47,628146,1,0.48,59.85
Russia,2004,Biomass,7069.37,26846.8,681682333.45,738672.89,957502.47,817494,1,0.1,4.25
Russia,2004,Biomass,10588.96,45287.46,2139091448.03,265884.9,912616.21,515742,1,0.12,50.57
Russia,2004,Biomass,4181.01,48000.4,5999613382.41,667134.03,780247.24,142624,0,0.33,62.64
Russia,2004,Biomass,61885.79,37771.3,2240912028.82,114888.22,359678.34,821689,0,0.34,93.42
Russia,2004,Solar,34469.64,1903.27,9644452831.11,556133.81,668472.2,18070,0,0.48,68.38
Russia,2004,Solar,40352.26,21032.79,8872817722.53,50829.19,472005.18,926251,0,0.07,37.57
Russia,2004,Wind,91032.38,12335.66,2298848248.57,261731.67,845279.76,999562,1,0.34,59.8
Russia,2004,Wind,53427.71,3563.53,3825802789.92,529464.39,141349.15,475085,1,0.43,75.63
Russia,2004,Wind,77796.14,27546.36,2545776123.4,926506.23,913115.45,348343,1,0.27,62.17
Russia,2005,Biomass,85584.29,47045.89,4615395199.9,498967.56,745258.8,533115,0,0.29,25.39
Russia,2005,Hydro,56939.73,46014.55,9338465539.62,832271.12,45557.51,31117,0,0.18,47.26
Russia,2005,Hydro,15903.29,32006.71,2036481682.09,908063.19,89796.51,618940,0,0.43,16.33
Russia,2005,Solar,83176.41,6458.6,6306099704.18,377484.17,855142.82,447716,1,0.2,13.34
Russia,2005,Wind,33526.86,1561.41,3860627150.9,839358.32,351358.55,146769,0,0.48,23.37
Russia,2006,Biomass,42149.78,1869.8,1297306492.2,609317.05,64291.25,551447,0,0.29,45.82
Russia,2006,Biomass,20788.56,29007.0,346962796.33,206165.22,364462.32,805926,1,0.41,28.73
Russia,2006,Biomass,4337.62,5350.97,4031695960.22,996068.63,544976.37,611735,1,0.17,81.67
Russia,2006,Biomass,54787.3,6681.93,5781976941.88,698412.3,426532.62,545200,0,0.37,91.38
Russia,2006,Biomass,71808.52,1120.46,6581890044.15,993038.88,621783.9,273337,1,0.19,50.83
Russia,2006,Biomass,6409.33,22983.71,2114263062.63,50234.33,345809.91,487088,0,0.08,93.64
Russia,2006,Geothermal,40686.35,43871.22,4921815010.51,457755.64,23428.17,710200,1,0.43,6.65
Russia,2006,Geothermal,39033.54,30987.71,2375942050.13,49472.24,896612.58,128939,1,0.41,74.06
Russia,2006,Geothermal,87558.23,18879.77,1853059138.38,978871.7,857973.58,817472,1,0.45,62.51
Russia,2006,Hydro,45709.74,19229.55,4952083799.77,98501.59,315137.87,614165,1,0.39,68.9
Russia,2006,Hydro,10072.45,10895.81,5076914498.5,524290.27,355640.81,149314,1,0.37,72.4
Russia,2006,Hydro,94249.47,15120.3,2127105289.53,803971.34,177673.94,128669,0,0.39,74.33
Russia,2006,Solar,4436.65,9151.59,908958358.02,159355.52,87689.11,706614,1,0.17,41.73
Russia,2006,Wind,24645.99,11729.49,7893848184.4,25274.03,356274.98,674756,0,0.2,27.3
Russia,2007,Biomass,7291.94,41342.51,6575962523.19,671019.29,329447.66,145359,0,0.12,94.52
Russia,2007,Biomass,66741.36,27534.79,4880843658.31,849824.01,893649.13,984352,0,0.27,69.9
Russia,2007,Biomass,76805.14,12379.62,5272461601.62,62666.16,990889.58,843054,0,0.3,91.18
Russia,2007,Geothermal,28540.21,38056.82,1835431848.67,259015.42,347197.82,389500,1,0.48,82.9
Russia,2007,Geothermal,49120.52,48205.94,8274442881.34,417741.33,136904.21,247185,1,0.24,90.45
Russia,2007,Hydro,27404.54,47639.44,4848097907.43,426717.08,983404.34,750657,0,0.07,46.02
Russia,2007,Hydro,84536.44,49951.73,6027057533.58,565367.75,571998.95,662223,0,0.45,14.19
Russia,2007,Solar,3356.55,37685.82,7952589626.91,689426.75,958319.15,340737,1,0.21,30.84
Russia,2007,Solar,38739.32,9166.39,3400850006.42,448644.21,912758.29,452261,1,0.29,50.24
Russia,2007,Wind,62652.68,24060.67,8093033652.76,561124.92,394954.0,72532,0,0.14,80.43
Russia,2007,Wind,43282.93,17854.38,8739854854.21,78577.31,339836.22,690618,0,0.27,95.97
Russia,2008,Biomass,41095.65,5180.91,2601243522.8,564420.62,968029.8,429280,0,0.16,15.02
Russia,2008,Biomass,5667.05,24310.63,1504296545.54,669018.85,308926.82,533305,1,0.48,40.52
Russia,2008,Geothermal,82342.28,46694.26,8542200182.88,391347.32,283472.59,686708,1,0.42,88.26
Russia,2008,Geothermal,59355.72,4148.91,7052209779.73,181684.7,171920.78,922129,1,0.12,8.07
Russia,2008,Geothermal,15047.36,3095.92,14263450.51,73652.96,649182.66,367860,0,0.12,83.72
Russia,2008,Hydro,93036.28,26794.06,4910764708.76,761260.34,655645.46,932998,1,0.1,80.45
Russia,2008,Hydro,99570.53,44380.19,5776786876.75,211478.84,656007.38,85337,0,0.25,25.76
Russia,2008,Solar,76963.24,28769.9,1505810019.08,16380.13,69307.01,84641,0,0.06,63.63
Russia,2008,Wind,80140.49,44337.22,3968087243.13,75938.72,71352.55,330721,0,0.17,83.48
Russia,2008,Wind,39028.14,9650.36,1063292549.6,838871.71,227181.59,406357,1,0.36,44.69
Russia,2008,Wind,37568.26,28973.73,8025174116.9,705812.9,5581.41,269513,0,0.12,99.07
Russia,2009,Biomass,39647.58,20170.33,1072009160.99,555563.53,303832.55,703952,1,0.38,28.16
Russia,2009,Geothermal,64510.33,21641.73,6690007028.62,496837.16,123956.34,236994,1,0.17,75.96
Russia,2009,Geothermal,38293.72,49041.16,6188427609.76,138017.63,443248.3,440430,1,0.16,29.4
Russia,2009,Hydro,61162.11,26257.42,9122479304.48,553061.56,981592.77,476523,0,0.21,43.62
Russia,2009,Solar,36349.39,18763.09,4841145480.45,624308.96,558334.6,949963,0,0.19,10.77
Russia,2009,Solar,53969.82,3945.54,964601295.47,868292.33,817306.66,3463,1,0.35,90.33
Russia,2009,Solar,57269.56,39720.2,654446352.32,73222.74,410490.44,255569,0,0.41,30.73
Russia,2009,Wind,19652.02,4580.21,5799602396.73,473519.29,345594.68,618069,0,0.28,25.5
Russia,2009,Wind,39181.96,12590.37,4905855151.79,57761.6,433430.65,363396,1,0.47,91.52
Russia,2009,Wind,37723.27,19520.45,2325359702.0,809682.76,390239.85,678770,0,0.12,31.44
Russia,2010,Biomass,3204.98,24196.75,5061422754.43,723871.39,932965.62,303989,0,0.21,84.59
Russia,2010,Biomass,90315.58,14421.93,6712166260.05,785318.43,481831.87,763479,0,0.38,8.26
Russia,2010,Biomass,47728.19,7457.05,3075625209.01,960255.89,300243.0,433753,1,0.17,93.62
Russia,2010,Biomass,85617.02,36750.87,1969213956.17,966086.4,654711.61,886845,1,0.23,99.48
Russia,2010,Biomass,63588.27,37100.77,6595535805.91,621706.37,124713.32,190355,0,0.26,19.8
Russia,2010,Geothermal,81910.04,10524.56,7165372014.37,9865.17,248114.58,10876,0,0.27,69.43
Russia,2010,Geothermal,30033.75,34183.74,4810998285.09,740273.04,354816.98,937275,0,0.07,86.95
Russia,2010,Hydro,78755.72,9061.05,3019017933.12,352274.04,466936.01,404348,0,0.32,40.46
Russia,2010,Hydro,42984.61,21313.96,4380611929.04,802979.03,395888.69,615257,0,0.33,92.92
Russia,2010,Hydro,26452.5,32443.61,945588655.25,351503.68,316922.27,133096,0,0.13,59.62
Russia,2010,Hydro,6876.23,20866.36,2278725155.32,654005.18,70199.46,756540,0,0.23,63.84
Russia,2010,Solar,22678.92,2066.75,2757347785.57,307747.41,505890.48,163296,0,0.08,12.21
Russia,2010,Solar,62652.6,40485.95,7253067246.38,317262.03,719697.47,743034,1,0.16,36.6
Russia,2010,Solar,1069.33,46795.67,1723469476.47,627035.2,993010.84,312887,0,0.2,69.35
Russia,2010,Solar,37072.65,40650.9,9957001941.28,296384.43,357442.55,664346,0,0.45,43.72
Russia,2010,Wind,50053.01,2718.53,6677458681.73,754188.35,58530.53,12093,1,0.49,12.39
Russia,2011,Geothermal,40581.97,38512.01,5433386583.2,300936.67,482026.83,382958,1,0.18,92.67
Russia,2011,Hydro,10002.83,30905.18,9383823499.86,690342.02,696040.04,303531,0,0.33,54.33
Russia,2011,Hydro,50689.3,6004.72,1306532583.7,986434.35,849594.74,79399,0,0.26,43.78
Russia,2011,Hydro,36541.96,596.6,7563756532.56,594179.02,383708.18,142683,1,0.36,67.21
Russia,2011,Solar,45962.25,36452.55,2622612188.66,915588.48,131025.58,822882,0,0.26,56.69
Russia,2011,Wind,18139.65,5658.39,3356630970.19,932110.0,425323.71,34500,1,0.17,48.14
Russia,2012,Biomass,1789.22,22375.51,3756252042.71,378391.41,718195.14,705459,0,0.4,6.0
Russia,2012,Hydro,92263.46,41456.33,6970303735.61,818435.42,909502.19,537561,1,0.32,58.29
Russia,2012,Hydro,51191.75,8839.88,2055400679.82,734012.84,759388.02,252576,0,0.38,56.73
Russia,2012,Hydro,58400.86,44126.3,7124291789.15,977084.4,803513.26,85025,1,0.17,58.53
Russia,2012,Hydro,95252.26,12308.39,8379933483.73,81402.73,99892.14,145389,1,0.48,7.4
Russia,2012,Solar,21213.55,36611.27,5007163030.67,506752.79,210897.09,960099,1,0.34,55.36
Russia,2012,Solar,97373.83,12880.09,8625817585.11,549727.93,542760.65,393529,1,0.31,11.19
Russia,2012,Wind,1951.26,19421.18,960474923.04,215702.45,635016.76,344233,0,0.18,0.51
Russia,2012,Wind,47305.34,8418.26,969879209.94,181314.11,436824.95,888580,1,0.08,84.74
Russia,2013,Geothermal,19547.03,15509.01,3609544993.7,548834.89,370976.99,846828,1,0.19,21.43
Russia,2013,Geothermal,61189.91,23402.99,209415878.19,415492.71,998099.5,542939,1,0.5,57.81
Russia,2013,Geothermal,23908.45,35300.88,3766571607.81,604706.88,403255.79,296312,0,0.29,95.92
Russia,2013,Hydro,43390.66,6136.52,8804003873.8,13978.87,577054.25,782523,0,0.24,23.5
Russia,2013,Solar,7323.64,5827.46,1731276894.15,295626.69,215858.46,855186,1,0.16,29.86
Russia,2013,Solar,40070.28,30071.76,8891149071.35,937071.25,601079.09,185038,1,0.34,10.85
Russia,2013,Solar,12559.01,47867.67,8102848856.72,708483.34,819959.54,946232,0,0.06,14.54
Russia,2013,Wind,42797.17,38695.57,4083672690.61,627872.73,920693.91,198876,1,0.43,25.27
Russia,2013,Wind,73839.26,10899.13,7356070906.17,206444.95,500663.16,271610,1,0.4,68.77
Russia,2013,Wind,99313.35,16694.56,5095773236.72,25706.12,450143.77,871465,1,0.35,91.98
Russia,2014,Biomass,54675.72,19797.55,4389725244.28,579610.03,84669.58,935085,1,0.22,65.06
Russia,2014,Geothermal,12506.77,42267.78,9288505302.92,23628.93,328707.62,260613,0,0.34,68.99
Russia,2014,Hydro,9161.18,46179.99,3346685126.39,534222.89,314281.25,184301,1,0.26,23.43
Russia,2014,Hydro,22811.18,20305.52,3986907476.07,743612.87,330088.55,764112,1,0.23,56.38
Russia,2014,Hydro,78035.54,47227.29,4178743965.41,317496.83,585859.89,704717,1,0.28,19.76
Russia,2014,Hydro,88361.26,24165.91,1497175674.34,935938.51,790667.18,675651,1,0.07,18.09
Russia,2014,Hydro,26681.07,36762.11,2209183946.59,944762.95,957067.89,776680,0,0.46,34.16
Russia,2014,Solar,8940.49,37704.21,3090052105.86,278121.58,250364.4,116785,1,0.1,56.62
Russia,2014,Solar,60062.19,1106.61,7415867298.83,123032.22,150882.01,37148,1,0.33,0.43
Russia,2014,Solar,51241.01,25322.03,2323876892.45,153335.8,62831.27,608991,0,0.12,2.43
Russia,2014,Solar,89197.21,9745.47,8210974644.86,393376.61,393564.73,325017,1,0.17,6.82
Russia,2014,Solar,96668.04,24303.51,3025723379.3,211153.64,265423.13,634762,1,0.35,28.23
Russia,2014,Wind,12859.42,16508.85,5676587048.28,667972.63,520782.68,339076,0,0.44,88.67
Russia,2015,Biomass,35801.91,45915.94,1316677844.14,158416.72,812354.54,38279,1,0.24,45.66
Russia,2015,Geothermal,90369.13,12270.52,1039499233.0,277293.41,97660.84,56561,0,0.49,72.23
Russia,2015,Geothermal,68967.23,8268.13,2856645112.07,646336.98,667813.66,544881,1,0.23,1.02
Russia,2015,Geothermal,12447.34,8368.44,2695392922.12,226335.31,967594.15,270496,1,0.15,58.17
Russia,2015,Hydro,38096.46,17814.42,8976841660.27,203575.31,531891.21,648206,1,0.16,20.03
Russia,2015,Hydro,50368.93,14517.16,7462586693.08,203598.19,755497.54,898634,1,0.3,56.83
Russia,2015,Solar,64059.63,3450.64,3353091025.28,90139.21,389083.64,39924,0,0.2,49.29
Russia,2015,Solar,28480.95,2779.57,9462750264.28,753968.84,879724.28,752749,1,0.25,39.32
Russia,2016,Biomass,52698.45,2516.08,993007524.65,462629.42,345500.5,412953,0,0.34,82.48
Russia,2016,Geothermal,70934.63,41325.43,4871165126.84,778831.83,290781.5,687007,0,0.12,79.85
Russia,2016,Geothermal,85431.57,21776.03,5127066310.8,813410.82,780054.03,299084,1,0.34,57.33
Russia,2016,Geothermal,50192.77,48346.58,7662453710.14,335259.78,889231.19,781323,0,0.25,8.68
Russia,2016,Hydro,28476.14,14108.55,866736604.48,569919.2,63131.61,870673,0,0.44,52.8
Russia,2016,Hydro,15758.89,40816.66,1260568519.6,19819.17,4463.17,943868,1,0.35,17.48
Russia,2016,Hydro,69924.74,47620.56,9703034077.9,24741.14,176785.51,470793,1,0.11,70.19
Russia,2016,Hydro,47588.98,16578.36,7112103622.96,748650.45,646436.56,295967,0,0.15,83.36
Russia,2016,Solar,59306.38,11976.18,9167034651.37,180459.41,630607.54,978747,1,0.28,62.71
Russia,2016,Solar,72916.53,41274.3,3909255356.84,739606.01,154393.37,657659,1,0.11,8.46
Russia,2016,Wind,95286.45,49070.01,4829217383.81,802916.38,875188.33,972977,0,0.34,51.04
Russia,2017,Biomass,47883.06,18883.15,1861074027.18,442968.56,335575.84,43612,1,0.43,60.04
Russia,2017,Biomass,42980.57,20793.34,9431190043.63,218144.23,169721.15,374656,1,0.17,59.85
Russia,2017,Geothermal,75643.11,44629.41,2913704301.61,84480.45,893793.85,239297,0,0.21,99.34
Russia,2017,Geothermal,17258.4,26738.15,2900517951.44,604056.07,464848.63,829765,0,0.34,90.24
Russia,2017,Solar,42287.86,23369.27,2910853421.65,711518.52,952003.16,744729,0,0.12,27.59
Russia,2017,Wind,8164.97,2456.1,2874115412.05,957491.88,776286.89,418779,0,0.39,89.61
Russia,2018,Biomass,25230.16,31674.64,9355827019.23,879478.82,415125.6,115386,0,0.49,8.22
Russia,2018,Geothermal,49227.71,22628.28,6759448262.64,425957.09,546289.01,229468,1,0.42,67.12
Russia,2018,Geothermal,44800.79,6223.28,8207235171.14,918905.66,808379.95,874544,0,0.23,59.39
Russia,2018,Geothermal,73775.36,17483.68,8234153623.12,731176.29,564645.12,599454,1,0.44,30.5
Russia,2018,Geothermal,13807.95,23619.53,4291003363.43,86043.26,725687.55,247250,0,0.12,97.98
Russia,2018,Hydro,45712.14,24525.95,9101502693.1,522339.12,673182.93,899411,1,0.23,97.89
Russia,2018,Solar,41942.55,18067.85,9043695634.65,804430.03,675045.09,558120,0,0.33,58.59
Russia,2018,Solar,39776.84,9206.12,9797495795.52,90631.57,856186.46,940084,0,0.34,11.2
Russia,2018,Wind,25673.72,29557.77,4721157855.23,664331.31,213013.74,415887,1,0.47,12.88
Russia,2019,Biomass,10923.62,49496.97,8387186069.75,469156.12,277140.65,423986,0,0.26,89.86
Russia,2019,Biomass,97634.31,25804.89,1730979386.49,328156.63,813080.56,253860,1,0.33,4.12
Russia,2019,Geothermal,65058.46,18993.47,2670432764.78,573560.44,882051.99,102243,1,0.33,71.95
Russia,2019,Geothermal,1851.37,28405.32,5750854089.6,778215.98,132661.17,221560,0,0.23,78.78
Russia,2019,Geothermal,52356.4,43587.23,932807320.45,168252.84,946446.05,48821,0,0.32,86.77
Russia,2019,Geothermal,34322.87,7368.52,6994882472.4,232764.77,129396.21,98483,1,0.28,9.17
Russia,2019,Geothermal,84973.21,38093.57,7197735440.73,746494.45,377825.48,377629,1,0.21,84.57
Russia,2019,Hydro,78600.58,14240.03,2656499059.37,922566.91,945820.48,101214,1,0.44,42.45
Russia,2019,Solar,94832.55,11110.65,7998293716.93,432997.84,770665.09,961166,1,0.14,9.26
Russia,2019,Solar,29384.79,15004.52,8927088209.74,747473.95,379073.4,239707,1,0.31,28.65
Russia,2019,Solar,31557.59,31032.66,5773159810.77,182839.78,446625.36,463509,1,0.26,82.17
Russia,2019,Solar,19297.98,3291.95,2560296812.8,861770.93,631699.52,49290,0,0.38,82.94
Russia,2020,Biomass,65174.46,20906.49,8631451573.53,524270.2,320841.41,871733,1,0.44,55.35
Russia,2020,Biomass,62646.64,41414.23,3031213960.66,512905.61,109314.24,841506,1,0.48,25.18
Russia,2020,Geothermal,11942.87,8165.97,1114600755.38,965734.58,856343.58,731661,0,0.26,98.03
Russia,2020,Geothermal,23273.67,15932.44,3723978164.23,261298.77,931194.74,535892,0,0.43,39.19
Russia,2020,Geothermal,64570.54,39473.5,5343484024.87,11711.78,473242.1,836760,0,0.35,37.96
Russia,2020,Hydro,54157.63,412.7,6394575200.99,140334.65,912903.25,220529,1,0.46,58.92
Russia,2020,Solar,86587.48,24588.9,2891954159.53,907127.21,409680.08,965246,0,0.38,72.63
Russia,2020,Solar,54874.32,38393.04,2044303326.7,454605.32,175220.83,810742,1,0.18,3.29
